resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,fastestLapTime_seg,year,round,circuitId,name,date,time_race,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverRef,number_driver,code,forename,surname,dob,nationality,url_driver,constructorRef,name_constructor,nationality_constructor,url_constructor,circuitRef,name_circuit,location,country,lat,lng,alt,url_circuit,status,url_season,position_quali,q1_seg,q2_seg,q3_seg,points_standing,position_standing,wins,points_sprint,position_sprint,points_constructor_standing,position_constructor_standing,wins_constructor_standing,points_constructor_result
2445,135,21,17,9.0,6,,R,10,0.0,59,,,,,,,5,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,fisichella,,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Engine,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,6.0,9.0,0.0,,,6.0,6.0,0.0,0.0
2446,135,8,1,4.0,5,,R,11,0.0,59,,,,,,,20,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,raikkonen,7.0,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Spun off,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,17.0,6.0,0.0,,,49.0,3.0,1.0,2.0
2447,135,56,19,16.0,16,,R,12,0.0,57,,,,,,,23,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,irvine,,,Eddie,Irvine,1965-11-10,British,http://en.wikipedia.org/wiki/Eddie_Irvine,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Brakes,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,3.0,13.0,0.0,,,3.0,8.0,0.0,0.0
2448,135,59,21,21.0,18,,R,13,0.0,48,,,,,,,5,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,bernoldi,,,Enrique,Bernoldi,1978-10-19,Brazilian,http://en.wikipedia.org/wiki/Enrique_Bernoldi,arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Engine,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,0.0,22.0,0.0,,,2.0,11.0,0.0,0.0
2449,135,44,16,12.0,7,,R,14,0.0,39,,,,,,,5,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,panis,,,Olivier,Panis,1966-09-02,French,http://en.wikipedia.org/wiki/Olivier_Panis,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Engine,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,2.0,14.0,0.0,,,5.0,7.0,0.0,0.0
2450,135,15,4,14.0,8,,R,15,0.0,36,,,,,,,20,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Spun off,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,4.0,10.0,0.0,,,15.0,4.0,0.0,0.0
2451,135,35,16,11.0,11,,R,16,0.0,27,,,,,,,6,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,villeneuve,,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Gearbox,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,3.0,12.0,0.0,,,5.0,7.0,0.0,0.0
2452,135,18,4,15.0,13,,R,17,0.0,24,,,,,,,5,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,button,22.0,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Engine,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,11.0,7.0,0.0,,,15.0,4.0,0.0,0.0
2453,135,66,7,25.0,17,,R,18,0.0,23,,,,,,,5,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,mcnish,,,Allan,McNish,1969-12-29,British,http://en.wikipedia.org/wiki/Allan_McNish,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Engine,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,0.0,18.0,0.0,,,2.0,10.0,0.0,0.0
2454,135,17,18,23.0,21,,R,19,0.0,23,,,,,,,9,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Hydraulics,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,2.0,15.0,0.0,,,2.0,9.0,0.0,0.0
2455,135,49,21,20.0,15,,R,20,0.0,18,,,,,,,9,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,frentzen,,,Heinz-Harald,Frentzen,1967-05-18,German,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen,arrows,Arrows,British,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Hydraulics,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,2.0,17.0,0.0,,,2.0,11.0,0.0,0.0
2456,135,37,19,17.0,20,,R,21,0.0,0,,,,,,,7,,2002,12,10,German Grand Prix,2002-07-28,,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,,,,,,,,,,rosa,,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing,hockenheimring,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,103,http://en.wikipedia.org/wiki/Hockenheimring,Transmission,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,0.0,20.0,0.0,,,3.0,8.0,0.0,0.0
2457,136,22,6,2.0,1,1.0,1,1,10.0,77,1:41:49.001,6109001.0,,,,,1,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,45.0,2.0,2.0,,,157.0,1.0,11.0,16.0
2458,136,30,6,1.0,2,2.0,2,2,6.0,77,+0.434,6109435.0,,,,,1,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,michael_schumacher,,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,112.0,1.0,9.0,,,157.0,1.0,11.0,16.0
2459,136,23,3,5.0,3,3.0,3,3,4.0,77,+13.356,6122357.0,,,,,1,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,ralf_schumacher,,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,40.0,3.0,1.0,,,80.0,2.0,1.0,4.0
2460,136,8,1,4.0,11,4.0,4,4,3.0,77,+29.479,6138480.0,,,,,1,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,raikkonen,7.0,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,20.0,6.0,0.0,,,54.0,3.0,1.0,5.0
2461,136,14,1,3.0,10,5.0,5,5,2.0,77,+37.800,6146801.0,,,,,1,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,coulthard,,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,34.0,5.0,1.0,,,54.0,3.0,1.0,5.0
2462,136,21,17,9.0,5,6.0,6,6,1.0,77,+1:08.804,6177805.0,,,,,1,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,fisichella,,FIS,Giancarlo,Fisichella,1973-01-14,Italian,http://en.wikipedia.org/wiki/Giancarlo_Fisichella,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,7.0,9.0,0.0,,,7.0,6.0,0.0,1.0
2463,136,13,15,8.0,7,7.0,7,7,0.0,77,+1:13.612,6182613.0,,,,,1,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,massa,19.0,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,4.0,11.0,0.0,,,11.0,5.0,0.0,0.0
2464,136,15,4,14.0,6,8.0,8,8,0.0,76,,,,,,,11,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,trulli,,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,4.0,10.0,0.0,,,15.0,4.0,0.0,0.0
2465,136,2,15,7.0,8,9.0,9,9,0.0,76,,,,,,,11,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber_Motorsport,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,7.0,8.0,0.0,,,11.0,5.0,0.0,0.0
2466,136,11,17,10.0,14,10.0,10,10,0.0,76,,,,,,,11,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,sato,,SAT,Takuma,Sato,1977-01-28,Japanese,http://en.wikipedia.org/wiki/Takuma_Sato,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,0.0,21.0,0.0,,,7.0,6.0,0.0,1.0
2467,136,31,3,6.0,4,11.0,11,11,0.0,76,,,,,,,11,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,montoya,,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,40.0,4.0,0.0,,,80.0,2.0,1.0,4.0
2468,136,44,16,12.0,12,12.0,12,12,0.0,76,,,,,,,11,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,panis,,,Olivier,Panis,1966-09-02,French,http://en.wikipedia.org/wiki/Olivier_Panis,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+1 Lap,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,2.0,14.0,0.0,,,5.0,7.0,0.0,0.0
2469,136,37,19,17.0,15,13.0,13,13,0.0,75,,,,,,,12,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,rosa,,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,0.0,20.0,0.0,,,3.0,8.0,0.0,0.0
2470,136,66,7,25.0,18,14.0,14,14,0.0,75,,,,,,,12,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,mcnish,,,Allan,McNish,1969-12-29,British,http://en.wikipedia.org/wiki/Allan_McNish,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,0.0,18.0,0.0,,,2.0,10.0,0.0,0.0
2471,136,63,7,24.0,17,15.0,15,15,0.0,75,,,,,,,12,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,salo,,,Mika,Salo,1966-11-30,Finnish,http://en.wikipedia.org/wiki/Mika_Salo,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,2.0,16.0,0.0,,,2.0,10.0,0.0,0.0
2472,136,17,18,23.0,19,16.0,16,16,0.0,75,,,,,,,12,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,webber,,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,+2 Laps,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,2.0,15.0,0.0,,,2.0,9.0,0.0,0.0
2473,136,19,18,22.0,20,,R,17,0.0,58,,,,,,,20,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,davidson,,DAV,Anthony,Davidson,1979-04-18,British,http://en.wikipedia.org/wiki/Anthony_Davidson,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Spun off,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,,,,,,2.0,9.0,0.0,0.0
2474,136,18,4,15.0,9,,R,18,0.0,30,,,,,,,20,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,button,22.0,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_in_Formula_One,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Spun off,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,11.0,7.0,0.0,,,15.0,4.0,0.0,0.0
2475,136,56,19,16.0,16,,R,19,0.0,23,,,,,,,5,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,irvine,,,Eddie,Irvine,1965-11-10,British,http://en.wikipedia.org/wiki/Eddie_Irvine,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Engine,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,3.0,13.0,0.0,,,3.0,8.0,0.0,0.0
2476,136,35,16,11.0,13,,R,20,0.0,20,,,,,,,7,,2002,13,11,Hungarian Grand Prix,2002-08-18,,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,,,,,,,,,,villeneuve,,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing,hungaroring,Hungaroring,Budapest,Hungary,47.5789,19.2486,264,http://en.wikipedia.org/wiki/Hungaroring,Transmission,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,3.0,12.0,0.0,,,5.0,7.0,0.0,0.0
2477,137,30,6,1.0,1,1.0,1,1,10.0,44,1:21:20.634,4880634.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,michael_schumacher,,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,122.0,1.0,10.0,,,173.0,1.0,12.0,16.0
2478,137,22,6,2.0,3,2.0,2,2,6.0,44,+1.977,4882611.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,51.0,2.0,2.0,,,173.0,1.0,12.0,16.0
2479,137,31,3,6.0,5,3.0,3,3,4.0,44,+18.445,4899079.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,montoya,,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,44.0,3.0,0.0,,,86.0,2.0,1.0,6.0
2480,137,14,1,3.0,6,4.0,4,4,3.0,44,+19.357,4899991.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,coulthard,,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,37.0,5.0,1.0,,,57.0,3.0,1.0,3.0
2481,137,23,3,5.0,4,5.0,5,5,2.0,44,+56.440,4937074.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,ralf_schumacher,,SCH,Ralf,Schumacher,1975-06-30,German,http://en.wikipedia.org/wiki/Ralf_Schumacher,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,42.0,4.0,1.0,,,86.0,2.0,1.0,6.0
2482,137,56,19,16.0,8,6.0,6,6,1.0,44,+1:17.370,4958004.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,irvine,,,Eddie,Irvine,1965-11-10,British,http://en.wikipedia.org/wiki/Eddie_Irvine,jaguar,Jaguar,British,http://en.wikipedia.org/wiki/Jaguar_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,4.0,10.0,0.0,,,4.0,8.0,0.0,1.0
2483,137,63,7,24.0,9,7.0,7,7,0.0,44,+1:17.809,4958443.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,salo,,,Mika,Salo,1966-11-30,Finnish,http://en.wikipedia.org/wiki/Mika_Salo,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,2.0,16.0,0.0,,,2.0,10.0,0.0,0.0
2484,137,35,16,11.0,12,8.0,8,8,0.0,44,+1:19.855,4960489.0,,,,,1,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,villeneuve,,VIL,Jacques,Villeneuve,1971-04-09,Canadian,http://en.wikipedia.org/wiki/Jacques_Villeneuve,bar,BAR,British,http://en.wikipedia.org/wiki/British_American_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Finished,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,3.0,13.0,0.0,,,5.0,7.0,0.0,0.0
2485,137,66,7,25.0,13,9.0,9,9,0.0,43,,,,,,,11,,2002,14,13,Belgian Grand Prix,2002-09-01,,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,,,,,,,,,,mcnish,,,Allan,McNish,1969-12-29,British,http://en.wikipedia.org/wiki/Allan_McNish,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing,spa,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,401,http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,+1 Lap,http://en.wikipedia.org/wiki/2002_Formula_One_season,,,,,0.0,18.0,0.0,,,2.0,10.0,0.0,0.0
